id,code_id,nom,descriptif,annee_labellisation,adresse,code_postal,ville,departement,region,latitude,longitude,site_web,facebook,twitter,instagram,dailymotion,tags
23,MHR_76_JR0018,Jardin de la Mothe,"Créés en 1997 autour d’une ancienne ferme aveyronnaise, jardin privé d'artiste de 3 500 m2 composé d’espaces intimes, mettant en scène des tableaux sur le paysage. Les espèces végétales choisies sont particulièrement adaptées au sol et au climat rude de cette partie du département et dialoguent avec le minéral. Potager, pergola, allée de tilleuls, rosiers, vue panoramique.",2013,La Mothe,12260,Salles-Courbatiès,Aveyron,Occitanie,44.46705756,2.102771401,http://www.jardindelamothe.com,,,https://www.instagram.com/jardin.delamothe/,,jardin-prive|jardin-contemporain|jardin-vivrier
24,MHR_76_JR0024,Jardin de la poterie Hillen,"Jardin privé de 5 hectares aménagé en 2004 sur plusieurs niveaux. Mosaïque de jardins thématiques : potager biologique, arbres et arbustes remarquables, collections de vivaces, bambous et graminées. Jardins intime, des cinq sens, gourmand à influence médiévale, exotique, du Nord, du Sud. Biotope lotus. Sept pièces d'eau, lac, fontaine italienne, serre, sculptures.",2009,Lieu-dit Au bord de la Gimone,65230,Thermes-Magnoac,Hautes-Pyrénées,Occitanie,43.28620351,0.6130182,http://les-jardins-de-la-poterie-hillen.blogspot.com/,https://www.facebook.com/lesjardinsdelapoterieHillen,,,,jardin-prive|jardin-contemporain|parc-paysager
25,MHR_76_JR0028,Parc de la Rochegude,"Au cœur de la cité épiscopale, parc public paysager de 3,7 hectares du XIXe siècle, rassemblant des merveilles naturelles : arbres centenaires majestueux, ruisseau, bassin, pelouses verdoyantes. L'hôtel du XVIIIe siècle, orné d'un jardin classique de buis retrace toute l'histoire de ce parc légué à la Ville par l'amiral de Rochegude.",2011,boulevard Carnot,81000,Albi,Tarn,Occitanie,43.92738928,2.148284465,http://www.mairie-albi.fr,,,,,patrimoine-mondial-de-lunesco|parc-paysager|jardin-public
26,MHR_02_JR0001,Jardin de l’habitation Acajou,"Le parc de l'habitation Clément s'étend aujourd'hui sur 16 hectares ouverts au public. A côté des vieux arbres remarquables de l'ancien jardin de la maison créole, une palmeraie et un nouveau parc ont été aménagés dans les années 1990 sur les friches industrielles de l'ancienne distillerie. Au cours de votre promenade, vous découvrirez plus de 300 espèces de plantes tropicales inventoriées.",2015,Domaine de L'Acajou,97240,Le François,Martinique,Martinique,14.61,-60.89,http://www.habitation-clement.fr,https://www.facebook.com/HabitationClement/,,,https://www.youtube.com/channel/UCiMoxQlOrOy4ve7RZmKYAsg,jardin-prive|jardin-de-collection
27,MHR_02_JR0003,Domaine d’Emeraude,"C’est dans ce lieu idyllique du Domaine d'Estripault qui fût à l’époque une pépinière très prisée des Martiniquais, que le Parc Naturel Régional a choisi de mettre à disposition de tous, ce magnifique site d'observation et d'interprétation de la biodiversité. Véritable écrin de verdure, la nature s'y épanouit librement sur 26 hectares à l'abri des tumultes et des fracas causés par l'homme. Plus qu'un jardin, le Domaine d'Emeraude a pour vocation de mettre chaque visiteur en situation d'explorer la nature telle qu'elle s'offre, au quotidien, à nos sens... Ici, l'air s'entend, les odeurs se savourent et les bruits se vivent.",2015,Rue Paul Marie Valere,97260,Morne-Rouge,Martinique,Martinique,14.77,-61.12,http://pnr-martinique.com/visiter/domaine-demeraude/,https://www.facebook.com/parcnaturelregionaldelamartinique/,,,,jardin-contemporain|jardin-de-collection|jardin-public
28,MHR_76_JR0001,Jardin de l'abbaye de Fontfroide,"L'abbaye de Fontfroide est un haut lieu de culture et d'histoire, mêlant pureté et rigueur de l'architecture cistercienne et majesté des paysages. Implantés sur la colline, les jardins en terrasses de Fontfroide ont été remaniés au début du XXe siècle par la famille Fayet, ancêtres des propriétaires actuels et font partie de la visite du monument depuis 2015. Le parcours ""historique"" retrace l'histoire des jardins depuis le Moyen-âge au travers de différents jardins thématiques aboutissant à la magnifique roseraie, une des plus grandes du Sud de la France, avec près de 2500 rosiers. Implantée en 1988 derrière l'église sur l'ancien cimetière des moines, elle accueille diverses variétés de rosiers, anciennes ou créations plus récentes. L’autre parcours, appelé ""la promenade du bosquet"", fait la part belle aux espèces méditerranéennes et permet au visiteur d'accéder au point culminant des terrasses le long du mur d'enceinte, offrant une vue d'ensemble sur l'abbaye et le massif qui l'entoure. Des statues du XVIIIe siècle ramenées à Fontfroide par Gustave Fayet jalonnent les allées, alors que des bancs invitent au repos et à la méditation.",2012,Abbaye de Fontfroide - D 613,11100,Narbonne,Aude,Occitanie,43.12736881,2.898539901,http://www.fontfroide.com,https://www.facebook.com/ABBAYEdeFONTFROIDE,https://twitter.com/fontfroide1093,https://www.instagram.com/abbaye_de_fontfroide/,,monument-historique|protection-site|jardin-prive|jardin-regulier|jardin-inspiration-medievale
29,MHR_76_JR0010,Parc de Flaugergues,"Construite à la fin du XVIIe siècle, Flaugergues est l'une de ces demeures appelées ""folies"" édifiées dans la campagne montpelliéraine. Les jardins ont étés aménagés au cours de l'histoire sur 4 hectares. La présence de la vigne date de l'époque romaine comme en témoigne la villa romaine au fond du parc (visible sur des photos aériennes).
 Les terrasses et le jardin à la française ont été aménagés par Etienne de Flaugergues en 1700. L'orangerie et le parc à l'anglaise en 1850 par Charles Joseph de Boussairolles. Une étude des jardins a été faite en 1997 par les étudiants de l'école d'architecture de Versailles, afin de redonner un avenir cohérent, ce qui a amené les propriétaires à faire de nombreux réaménagements en particulier, la bambousaie, l'allée des oliviers, l'orangerie et ses alentours, ainsi que la création d'un jardin des sens.",2004,1744 avenue Albert Einstein,34000,Montpellier,Hérault,Occitanie,43.60981837,3.919485211,http://www.flaugergues.com,https://www.facebook.com/chateaudeflaugergues/,https://twitter.com/ChatFlaugergues,https://www.instagram.com/chateau_de_flaugergues/,,monument-historique|jardin-prive|parc-paysager|jardin-regulier
30,MHR_76_JR0012,Jardin des carrières de Saint-Adrien,"Le jardin de Saint Adrien fait partie des sites les plus spectaculaires de notre région : d’anciennes carrières datant du Moyen-âge ont été transformées peu à peu en bassins avec écrin de verdure, paradoxale oasis posée sur les roches volcaniques. Quatre plans d'eau apportent la fraîcheur dans ce paysage minéral tandis que les plantations et les fleurs en font une halte estivale sous le signe de la magie et de la sérénité.",2004,RN 113,34290,Servian,Hérault,Occitanie,43.39785893,3.325733989,http://www.stadrien.paysdepezenas.com,https://www.facebook.com/LeJardinDeSaintAdrien,,,,jardin-prive|parc-paysager
31,MHR_76_JR0013,Parc et jardin du château de Margon,"Ce sont des jardins réguliers de composition classique à la française avec le côté structuré du jardin à l’italienne. On y trouve des cyprès en colonne, des topiaires en lauriers sauce, des allées bordées de lauriers roses, des grenadiers à fruit ou à fleur, des oliviers taillés en tambour et une collection d’iris.",2004,rue des Banastes,34320,Margon,Hérault,Occitanie,43.4864371,3.307161033,http://chateaudemargon.com,https://www.facebook.com/chateaudemargon,,https://www.instagram.com/chateau_de_margon/,,monument-historique|jardin-prive|jardin-regulier
32,MHR_76_JR0016,Parc aux bambous,"Dans un cadre de verdure, au bord d'une rivière, sur plus de 4 hestares, le Parc aux Bambous vous invite à découvrir au milieu d'arbres centenaires une collection de plus de 100 espèces : des nains au géants qui peuvent pousser de plus de 50 cm par jour. Des sentiers aménagés vous feront parcourir : le jardin de fleurs, le labyrinthe de bambous, des plans d'eau, des bancs à l'ombre… Le parc est à la fois un jardin de collection sur le bambou (une centaine de taxons) et les graminées (une cinquantaine de taxons).",2006,Broques,9500,Lapenne,Ariège,Occitanie,43.145869,1.730409,http://www.parcauxbambous.com,https://www.facebook.com/Le-Parc-Aux-Bambous-1550833061817223/,,,,jardin-prive|jardin-de-collection
33,MHR_76_JR0017,Jardin de l'abbaye de Combelongue,"Le jardin s'ordonne sur un principe de perspectives et sur le thème d'une évocation des jardins à travers les âges : jardin médiéval tracé sur le plan du paradis terrestre, chambre de verdure Renaissance et sa sphère armillaire, grande nef de verdure, théâtre de verdure à l'italienne, verger et évocation contemporaine du jardin à la française : terrasse de buis, grande perspective et parterres ponctués de topiaires. Les différentes perspectives du jardin ouvrent sur le domaine agricole de l'abbaye, constitué de pâturages paysagers à l'anglaise traversés de cours d'eau.",2013,Abbaye de Combelongue,9420,Rimont,Ariège,Occitanie,42.988,1.27639,http://www.abbayedecombelongue.fr,,,,,jardin-prive|parc-paysager|jardin-regulier
34,MHR_76_JR0019,Palmeraie du Sarthou,"Issu de notre passion pour les palmiers, prolongement naturel de notre jardin, vous y découvrirez les nombreuses variétés de plantes tropicales qui prospèrent dans notre petite oasis. Parmi celles-ci, une dizaine d'espèces de palmiers, plus encore de bambous, des figuiers de barbarie, des cannes à sucre, des papyrus... Quand on pénètre sous le couvert dense de la palmeraie, cela ressemble à une petite forêt tropicale, sombre et humide. Les troncs chevelus du palmier de Chine, plantés serrés, constitue un véritable dédale où l'on perd tout sens de l'orientation. Le cheminement conduit ensuite à la bananeraie puis à la pépinière des plantes tropicales. Les feuillages des végétaux, tant par leur forme que par leur taille, créent une ambiance exotique et suscitent un sentiment réel de dépaysement.",2006,Au Sarthou,32110,Betous,Gers,Occitanie,43.7140254,0.032411,http://www.palmeraiesarthou.com,https://www.facebook.com/palmeraiesarthou/,,,,jardin-prive|jardin-de-collection
35,MHR_76_JR0021,Jardin japonais de Compans-Cafarelli,"Ce parc clos de 7 000 m² fait partie d'un espace vert de 10 hectares en plein cœur du quartier récent de Compans-Caffarelli. Assez rare dans une ville méridionale telle que Toulouse, ce jardin propose des variétés botaniques de l'extrême-orient. Conçu par le bureau d'étude du service des jardins et des espaces verts comme un lieu de méditation, on y trouve un jardin minéral, un pont en bois rouge typiquement japonais reliant un îlot qui représente allégoriquement le paradis. Il s'inspire des jardins créés à Kyoto entre le XIVe siècle et XVIe siècle, correspondant aux époques de Muromachi et d'Edo. Il est isolé du reste du parc grâce à des rideaux de verdure et une colline offrant une certaine intimité. Le jardin est composé d'un jardin sec avec une île Grue, une île Tortue et neuf rochers, d'un lac, d'un pavillon de thé, et d'un jardin planté composé d'une cascade sèche, des pas japonais, une lanternes, un pont rouge, une île du Paradis, un mont Fuji et les pierres des trois saints.",2006,rue Ozenne,31000,Toulouse,Haute-Garonne,Occitanie,43.612077,1.432321,https://www.parcsetjardins.fr/jardins/794-jardin-japonais-de-compans-caffarelli,,,,,jardin-contemporain|jardin-public
36,MHR_76_JR0023,Jardin Massey,"Parc public d'agrément de 11 hectares clôturé d'une grille monumentale sur 1,2 km de longueur. Romantique et paysager, ancienne propriété de Placide Massey, célèbre botaniste du XIXe siècle, aujourd'hui musée. Arboretum de plus de 5 000 arbres et arbustes du monde entier, collection de plantes succulentes, pièce d'eau, orangerie, serre, cloître médiéval, statuaire, musée. Paons, compositions florales.",2004,rue Massey,65000,Tarbes,Hautes-Pyrénées,Occitanie,43.2373245,0.076560974,http://www.tarbes.fr,,,,,monument-historique|parc-paysager|jardin-regulier|jardin-de-collection|jardin-public
37,MHR_76_JR0025,Jardins secrets,"Occupant places, placettes ou encoignures de ruelles, vingt-cinq jardins à deviner, chacun mis en scène sur un thème spécifique relié au passé médiéval de Cahors et mettant en valeur son patrimoine monumental.",2006,Boulevard Gambetta,46000,Cahors,Lot-et-Garonne,Occitanie,44.45660144,1.439042687,http://www.tourisme-cahors.fr/decouvrir/pierre-et-histoire/visiter-cahors/jardins-secrets,https://www.facebook.com/cahorstourisme,,,,patrimoine-mondial-de-lunesco|jardin-contemporain|jardin-public|jardin-inspiration-medievale
38,MHR_76_JR0031,Jardin des Martels,"Jardin privé de 3,5 hectares à l'anglaise. Plus de 2 600 variétés. Serre exotique aquatique. Labyrinthe de bambous. Pagode artisanale balinaise. Collection de nymphéas et de lotus. Temple du lotus. Mini-ferme. Belvédère sur jardins en terrasse. Jardinerie.",2006,Les Martels,81500,Giroussens,Tarn,Occitanie,43.74961225,1.786538959,http://www.jardinsdesmartels.com,https://www.facebook.com/JardinsDesMartels,,,,jardin-prive|parc-paysager
39,MHR_76_JR0032,Les jardins de Quercy,"Sur un hectare privé de terrain en pente, jardins thématiques de différente taille, clos par des haies. Une dizaine de jardins : blanc, végétal, à l'anglaise, australien, indien, labyrinthe... Nouveau cette année : le jardin des ruines romaines.
 Nombreuses variétés rares de vivaces, de rosiers.",2008,Cambou,82330,Verfeil-sur-Seye,Tarn-et-Garonne,Occitanie,44.17271657,1.881821752,http://www.lesjardinsdequercy.fr,,,https://www.instagram.com/lesjardinsdequercy/,,jardin-prive|jardin-contemporain|parc-paysager
